0,0.998973
2,0.99905
4,0.997683
6,0.998485
8,0.998064
10,0.998139
12,0.997437
14,0.99714
16,0.99621
18,0.994853
20,0.992407
22,0.988849
24,0.985434
26,0.980811
28,0.976772
30,0.973054
32,0.966242
34,0.954941
36,0.95813
38,0.945333
40,0.9428
42,0.931634
44,0.938374
46,0.931052
48,0.918003
50,0.909954
52,0.909308
54,0.903862
56,0.900821
58,0.885702
60,0.892125
62,0.881344
64,0.883359
66,0.866122
68,0.871485
70,0.87314
72,0.864119
74,0.852627
76,0.863251
78,0.855059
80,0.846067
82,0.840257
84,0.837788
86,0.833679
88,0.830169
90,0.819077
92,0.825581
94,0.825905
96,0.81839
98,0.823868
100,0.814173
102,0.813676
104,0.806706
106,0.806688
108,0.802465
110,0.808645
112,0.802985
114,0.672375
116,-0.00379485
118,0.0395081
120,0.0277433
122,0.0599843
124,0.147798
126,0.149114
